Text;tag
Dokter tdk menjelaskan hepatitis apa yg saya alami saat ini Dan hasil lab pertama *Hbsag negative *sgot NILAI 290 U/L MIN 13 MAX 19 *SGPT NILAI 550 U/L MIN 18 MAX 22 #hasil lab kedua di pegang dokter dok. #lab ke -3 *SGOT 325 U/L min 13 max 19 *sgpt 318 U/L min 18 max 22. Pertanyaan dari saya itu hepatitis apa dok ? Bisakah untuk sembuh ? Kalau bisa apakah nyampai bertahun-tahun ?,makanan apa yg harus saya hindari ,dan apa saja yg harus saya konsumsi untuk kesembuhan penyakit saya dok.Terimakasih;Informasi
Terima kasih telah bertanya melalui fitur Tanya Dokter di KlikDokter. ;Pembuka
Kami memahami kekhawatiran Anda.  ;Pembuka
Hepatitis merupakan penyakit infeksi pada hati/liver yang disebabkan oleh virus hepatitis;Penyebab
Hepatitis merupakan penyakit infeksi pada hati/liver yang disebabkan oleh virus hepatitis;Penyakit
Virus hepatitis sendiri sangat bayak jenisnya.;Objek
Di antaranya yang paling sering ditemukan adalah hepatitis A, B, C,dan E.;Penyakit
Virus Hepatitis A dan E ditularkan melalui makanan dan minuman yang tercemar oleh virus tersebut dan melalui tinja penderita.;Penyebab
Virus Hepatitis A dan E ditularkan melalui makanan dan minuman yang tercemar oleh virus tersebut dan melalui tinja penderita.;Objek
 Penderita hepatitis A atau E yang memasak atau menyiapkan makanan juga dapat menularkan virus kepada orang lain. ;Penyebab
Penularannya mirip seperti penularan penyakit demam tifoid yang sering disebut dengan tifus/tipes.;Penyakit
Sedangkan virus Hepatitis B dan C tidak ditularkan melalui makanan, minuman, atau tinja penderita, melainkan melalui cairan tubuh seperti darah, cairan sperma/mani, cairan vagina, dan air liur. ;Penyebab
Sedangkan virus Hepatitis B dan C tidak ditularkan melalui makanan, minuman, atau tinja penderita, melainkan melalui cairan tubuh seperti darah, cairan sperma/mani, cairan vagina, dan air liur. ;Objek
Paling sering kedua virus ini ditularkan melalui hubungan seksual dan penggunaan narkoba suntik (karena menggunakan jarum suntik berganti-gantian).;Penyebab
Gejala hepatitis pada umumnya adalah: Perut begah Mata kuning Mual/muntah badan lemas/cepat Lelah nyeri di daerah ulu hati Perubahan pada buang air besar (BAB) atau buang air kecil (BAK);Gejala
Jenis pengobatan yang akan dilakukan tergantung kepada jenis gangguan hati yang diderita. ;Objek
Salah satu cara untuk melihat fungsi hati adalah dengan pemeriksaan SGOT dan SGPT;Tindakan
SGPT dan SGOT merupakan enzim-enzim pada hati yang akan meningkat jumlahnya di dalam tubuh jika hati mengalami kerusakan;Objek
Liver atau hati adalah organ tubuh yang penting untuk menetralisir racun dari makanan atau minuman. ;Objek
Oleh karena itu, pada gangguan fungsi hati, hindarilah makanan yang tidak alami atau banyak mengandung bahan pengawet atau pewarna dan perbanyak asupan nutrisi yang bergizi dan seimbang.;Tindakan
 Hindari juga konsumsi obat selain dari dokter, seperti jamu-jamuan, obat herbal, obat warung, dan lain-lain.;Tindakan
Demikianlah jawaban yang dapat kami berikan. Semoga bermanfaat. Salam sehat.;Penutup
Sore dok.. saya dian nisa, saya mengidap hepatitis B. awal mula diketahui hepatitis B itu, saat saya melakukan donor darah untuk pertama kalinya pada bulan mei 2018. lalu saya di usg hati, fibroscan bulan agustus dan hasilnya semua masih baik, normal. hanya saja hasil hbsag tetap positif. bahkan hingga bulan november kemarin saya cek hbsag tetap positif, sgot sgpt berubah sedikit. saya hanya disarankan mengonsumsi curcuma fct 3xSehari. yang saya ingin tanyakan apakah saya mengidap hepatitis akut atau sudah masuk ke hepatitis kronik ? hingga sekarang tidak ada tanda2 mata/kulit menguning. tetapi rasa pusing, mual, lemas setiap saya merasa capek itu ada hingga sekarang. bahkan berat badan saya pun tidak ada kenaikan selama beberapa bulan.;Pasien
Sore dok.. saya dian nisa, saya mengidap hepatitis B. awal mula diketahui hepatitis B itu, saat saya melakukan donor darah untuk pertama kalinya pada bulan mei 2018. lalu saya di usg hati, fibroscan bulan agustus dan hasilnya semua masih baik, normal. hanya saja hasil hbsag tetap positif. bahkan hingga bulan november kemarin saya cek hbsag tetap positif, sgot sgpt berubah sedikit. saya hanya disarankan mengonsumsi curcuma fct 3xSehari. yang saya ingin tanyakan apakah saya mengidap hepatitis akut atau sudah masuk ke hepatitis kronik ? hingga sekarang tidak ada tanda2 mata/kulit menguning. tetapi rasa pusing, mual, lemas setiap saya merasa capek itu ada hingga sekarang. bahkan berat badan saya pun tidak ada kenaikan selama beberapa bulan.;Penyakit
Sore dok.. saya dian nisa, saya mengidap hepatitis B. awal mula diketahui hepatitis B itu, saat saya melakukan donor darah untuk pertama kalinya pada bulan mei 2018. lalu saya di usg hati, fibroscan bulan agustus dan hasilnya semua masih baik, normal. hanya saja hasil hbsag tetap positif. bahkan hingga bulan november kemarin saya cek hbsag tetap positif, sgot sgpt berubah sedikit. saya hanya disarankan mengonsumsi curcuma fct 3xSehari. yang saya ingin tanyakan apakah saya mengidap hepatitis akut atau sudah masuk ke hepatitis kronik ? hingga sekarang tidak ada tanda2 mata/kulit menguning. tetapi rasa pusing, mual, lemas setiap saya merasa capek itu ada hingga sekarang. bahkan berat badan saya pun tidak ada kenaikan selama beberapa bulan.;Gejala
Sore dok.. saya dian nisa, saya mengidap hepatitis B. awal mula diketahui hepatitis B itu, saat saya melakukan donor darah untuk pertama kalinya pada bulan mei 2018. lalu saya di usg hati, fibroscan bulan agustus dan hasilnya semua masih baik, normal. hanya saja hasil hbsag tetap positif. bahkan hingga bulan november kemarin saya cek hbsag tetap positif, sgot sgpt berubah sedikit. saya hanya disarankan mengonsumsi curcuma fct 3xSehari. yang saya ingin tanyakan apakah saya mengidap hepatitis akut atau sudah masuk ke hepatitis kronik ? hingga sekarang tidak ada tanda2 mata/kulit menguning. tetapi rasa pusing, mual, lemas setiap saya merasa capek itu ada hingga sekarang. bahkan berat badan saya pun tidak ada kenaikan selama beberapa bulan.;Pertanyaan
Terima kasih telah menggunakan layanan e-konsultasi KlikDokter.;Pembuka
Kami mengerti kekhawatiran yang Anda rasakan saat ini. ;Pembuka
Jika HbsAg dinyatakan reaktif, maka saat ini Anda sedang terinfeksi oleh hepatitis B. ;Penyakit
Jika HbsAg dinyatakan reaktif, maka saat ini Anda sedang terinfeksi oleh hepatitis B. ;Penyebab
Namun untuk mengetahui virus sedang aktif atau tidak ada beberapa pemeriksaan lain seperti HbeAg ataupun HBV DNA serta pemeriksaan enzim hati seperti SGOT dan SGPT.;Tindakan
Untuk mengetahui status penyakit hepatitis B pada Anda maka sebaiknya Anda memeriksakan diri ke dokter spesialis penyakit dalam untuk evaluasi dan penanganan lebih lanjut. ;Tindakan
Sekilas izinkan kami menjelaskan mengenai penyakit Hepatitis B.;Referensi
Hepatitis (radang pada hati) B adalah penyakit yang disebabkan oleh virus hepatitis B (VHB), yang dapat menyebabkan peradangan hati akut atau menahun yang pada sebagian kecil kasus dapat berlanjut menjadi sirosi hati atau kanker hati. ;Penyakit
Hepatitis (radang pada hati) B adalah penyakit yang disebabkan oleh virus hepatitis B (VHB), yang dapat menyebabkan peradangan hati akut atau menahun yang pada sebagian kecil kasus dapat berlanjut menjadi sirosi hati atau kanker hati. ;Penyebab
"Virus hepatitis B menular melalui darah dan cairan tubuh yang terinfeksi, hal ini dapat terjadi pada keadaan; Kontak langsung darah dengan darah Hubungan seksual yang tidak aman Penggunaan jarum suntik tidak steril Tertusuk jarum suntik yang terinfeksiJarum yang terkontaminasi yang digunakan untuk membuat tatto, akupuntur, body piercing Pada saat kehamilan, penularan dari ibu-janin pada proses melahirkan Penggunaan pisau cukur Bersama Tranfusi darah";Objek
"Virus hepatitis B menular melalui darah dan cairan tubuh yang terinfeksi, hal ini dapat terjadi pada keadaan; Kontak langsung darah dengan darah Hubungan seksual yang tidak aman Penggunaan jarum suntik tidak steril Tertusuk jarum suntik yang terinfeksiJarum yang terkontaminasi yang digunakan untuk membuat tatto, akupuntur, body piercing Pada saat kehamilan, penularan dari ibu-janin pada proses melahirkan Penggunaan pisau cukur Bersama Tranfusi darah";Penyebab
Kebanyakan hepatitis B carriers tidak merasa ataupun terlihat sakit, tetapi mereka dapat mentransmisikan virus tersebut dan membuat orang lain menderita hepatitis B;Penyakit
Bagaimanapun, carriers memiliki risiko lebih tinggi untuk menderita kerusakan hati yang progresif akibat reaktivasi spontan hepatitis B berulang, sehingga memerlukan pengawasan dokter secara rutin.;Penyebab
Bagaimanapun, carriers memiliki risiko lebih tinggi untuk menderita kerusakan hati yang progresif akibat reaktivasi spontan hepatitis B berulang, sehingga memerlukan pengawasan dokter secara rutin.;Outcome
Pada 5-10% orang dewasa yang terinfeksi hepatitis B akan 'membawa' atau menyimpan virus tersebut selama hidupnya, yang kemudian disebut hepatitis Bcarriers. Hepatitis B memiliki 4 fase untuk menjadi Hepatitis B kronik yaitu: Fase toleransi imunitas (immune tolerance phase) Fase pembersihan imunitas (immune clearance phase)Fase kontrol imunitas (immune control phase)Fase penurunan imunitas (immune escape phase)Selama fase satu dan tiga, umumnya pasien tidak memiliki keluhan dan disebut dengan 'inactive carriers'. ;Informasi
Pada 5-10% orang dewasa yang terinfeksi hepatitis B akan 'membawa' atau menyimpan virus tersebut selama hidupnya, yang kemudian disebut hepatitis Bcarriers. Hepatitis B memiliki 4 fase untuk menjadi Hepatitis B kronik yaitu: Fase toleransi imunitas (immune tolerance phase) Fase pembersihan imunitas (immune clearance phase)Fase kontrol imunitas (immune control phase)Fase penurunan imunitas (immune escape phase)Selama fase satu dan tiga, umumnya pasien tidak memiliki keluhan dan disebut dengan 'inactive carriers'. ;Penyakit
Bagaimanapun juga, orang tersebut umumnya tidak dapat bertahan selamanya di dalam fase ini, mereka akan berpindah fase dan selalu memiliki risiko untuk terjadinya kerusakan hati progresif dan pembentukan sirosis hati (pengecilan hati).;Penyakit
Pasien pada fase 1 dan 3 umumnya tidak diberikan terapi karena berdasarkan penelitian, pemberian antivirus tidak ada bedanya dengan plasebo.;Tindakan
Pasien pada fase 1 dan 3 umumnya tidak diberikan terapi karena berdasarkan penelitian, pemberian antivirus tidak ada bedanya dengan plasebo.;Penyebab
Pasien dengan fase 2 dan 4 akan diberikan terapi antivirus. ;Tindakan
Yang diperlukan pada pasien carriertanpa gejala adalah follow-up atau kunjungan ke dokter secara reguler untuk memastikan fase yang terjadi dan perlu tidaknya terapi. ;Tindakan
Beberapa hal yang dapat dilakukan adalah:;Referensi
Namun, pada kebanyakan orang dewasa yang terinfeksi virus hepatitis B akut, tubuh akan menghilangkan virus ini dengan sendirinya dalam waktu 6 bulan dan akan meningkatkan daya tahan tubuhnya sendiri untuk melawan virus ini pada orang dewasa. ;Informasi
Namun, pada kebanyakan orang dewasa yang terinfeksi virus hepatitis B akut, tubuh akan menghilangkan virus ini dengan sendirinya dalam waktu 6 bulan dan akan meningkatkan daya tahan tubuhnya sendiri untuk melawan virus ini pada orang dewasa. ;Periode
Setelah mereka sembuh, mereka tidak dapat terinfeksi oleh virus hepatitis B lagi (sudah memiliki kekebalan terhadap hepatitis B;Penyebab
Setelah mereka sembuh, mereka tidak dapat terinfeksi oleh virus hepatitis B lagi (sudah memiliki kekebalan terhadap hepatitis B;Outcome
Namun, tetap berisiko terkena hepatitis jenis lain. Untuk mengetahui hal ini, diperlukan pemeriksaan lanjutan untuk mengetahui apakah penderita telah sembuh dari hepatitis B akut atau berlanjut menjadi hepatitis B kronik.;Tindakan
Demikian informasi yang dapat disampaikan. Semoga bermanfaat.;Penutup
Selamat siang dok saya mau tanya, temen saya kena hep b, pas cek darah hasilnya HbsAg reaktif 1161, 66 IU/ml maksudnya bagaimana ya dok?;Pasien
Selamat siang dok saya mau tanya, temen saya kena hep b, pas cek darah hasilnya HbsAg reaktif 1161, 66 IU/ml maksudnya bagaimana ya dok?;Penyakit
Selamat siang dok saya mau tanya, temen saya kena hep b, pas cek darah hasilnya HbsAg reaktif 1161, 66 IU/ml maksudnya bagaimana ya dok?;Pertanyaan
Terima kasih telah menggunakan layanan e-konsultasi KlikDokter.;Pembuka
Kami mengerti kekhawatiran yang Anda rasakan saat ini. ;Pembuka
Jika HbsAg dinyatakan reaktif, maka saat ini Anda sedang terinfeksi oleh hepatitis B. ;Penyakit
Jika HbsAg dinyatakan reaktif, maka saat ini Anda sedang terinfeksi oleh hepatitis B. ;Penyebab
Namun untuk mengetahui virus sedang aktif atau tidak ada beberapa pemeriksaan lain seperti HbeAg ataupun HBV DNA serta pemeriksaan enzim hati seperti SGOT dan SGPT.;Tindakan
Untuk mengetahui status penyakit hepatitis B pada Anda maka sebaiknya Anda memeriksakan diri ke dokter spesialis penyakit dalam untuk evaluasi dan penanganan lebih lanjut. ;Tindakan
Sekilas izinkan kami menjelaskan mengenai penyakit Hepatitis B.;Referensi
Hepatitis (radang pada hati) B adalah penyakit yang disebabkan oleh virus hepatitis B (VHB), yang dapat menyebabkan peradangan hati akut atau menahun yang pada sebagian kecil kasus dapat berlanjut menjadi sirosi hati atau kanker hati. ;Penyakit
Hepatitis (radang pada hati) B adalah penyakit yang disebabkan oleh virus hepatitis B (VHB), yang dapat menyebabkan peradangan hati akut atau menahun yang pada sebagian kecil kasus dapat berlanjut menjadi sirosi hati atau kanker hati. ;Penyebab
"Virus hepatitis B menular melalui darah dan cairan tubuh yang terinfeksi, hal ini dapat terjadi pada keadaan; Kontak langsung darah dengan darah Hubungan seksual yang tidak aman Penggunaan jarum suntik tidak steril Tertusuk jarum suntik yang terinfeksiJarum yang terkontaminasi yang digunakan untuk membuat tatto, akupuntur, body piercing Pada saat kehamilan, penularan dari ibu-janin pada proses melahirkan Penggunaan pisau cukur Bersama Tranfusi darah";Objek
"Virus hepatitis B menular melalui darah dan cairan tubuh yang terinfeksi, hal ini dapat terjadi pada keadaan; Kontak langsung darah dengan darah Hubungan seksual yang tidak aman Penggunaan jarum suntik tidak steril Tertusuk jarum suntik yang terinfeksiJarum yang terkontaminasi yang digunakan untuk membuat tatto, akupuntur, body piercing Pada saat kehamilan, penularan dari ibu-janin pada proses melahirkan Penggunaan pisau cukur Bersama Tranfusi darah";Penyebab
Kebanyakan hepatitis B carriers tidak merasa ataupun terlihat sakit, tetapi mereka dapat mentransmisikan virus tersebut dan membuat orang lain menderita hepatitis B;Penyakit
Bagaimanapun, carriers memiliki risiko lebih tinggi untuk menderita kerusakan hati yang progresif akibat reaktivasi spontan hepatitis B berulang, sehingga memerlukan pengawasan dokter secara rutin.;Penyebab
Bagaimanapun, carriers memiliki risiko lebih tinggi untuk menderita kerusakan hati yang progresif akibat reaktivasi spontan hepatitis B berulang, sehingga memerlukan pengawasan dokter secara rutin.;Outcome
Pada 5-10% orang dewasa yang terinfeksi hepatitis B akan 'membawa' atau menyimpan virus tersebut selama hidupnya, yang kemudian disebut hepatitis Bcarriers. Hepatitis B memiliki 4 fase untuk menjadi Hepatitis B kronik yaitu: Fase toleransi imunitas (immune tolerance phase) Fase pembersihan imunitas (immune clearance phase)Fase kontrol imunitas (immune control phase)Fase penurunan imunitas (immune escape phase)Selama fase satu dan tiga, umumnya pasien tidak memiliki keluhan dan disebut dengan 'inactive carriers'. ;Informasi
Pada 5-10% orang dewasa yang terinfeksi hepatitis B akan 'membawa' atau menyimpan virus tersebut selama hidupnya, yang kemudian disebut hepatitis Bcarriers. Hepatitis B memiliki 4 fase untuk menjadi Hepatitis B kronik yaitu: Fase toleransi imunitas (immune tolerance phase) Fase pembersihan imunitas (immune clearance phase)Fase kontrol imunitas (immune control phase)Fase penurunan imunitas (immune escape phase)Selama fase satu dan tiga, umumnya pasien tidak memiliki keluhan dan disebut dengan 'inactive carriers'. ;Penyakit
Bagaimanapun juga, orang tersebut umumnya tidak dapat bertahan selamanya di dalam fase ini, mereka akan berpindah fase dan selalu memiliki risiko untuk terjadinya kerusakan hati progresif dan pembentukan sirosis hati (pengecilan hati).;Penyakit
Pasien pada fase 1 dan 3 umumnya tidak diberikan terapi karena berdasarkan penelitian, pemberian antivirus tidak ada bedanya dengan plasebo.;Tindakan
Pasien pada fase 1 dan 3 umumnya tidak diberikan terapi karena berdasarkan penelitian, pemberian antivirus tidak ada bedanya dengan plasebo.;Penyebab
Pasien dengan fase 2 dan 4 akan diberikan terapi antivirus. ;Tindakan
Yang diperlukan pada pasien carriertanpa gejala adalah follow-up atau kunjungan ke dokter secara reguler untuk memastikan fase yang terjadi dan perlu tidaknya terapi. ;Tindakan
Beberapa hal yang dapat dilakukan adalah:;Referensi
Namun, pada kebanyakan orang dewasa yang terinfeksi virus hepatitis B akut, tubuh akan menghilangkan virus ini dengan sendirinya dalam waktu 6 bulan dan akan meningkatkan daya tahan tubuhnya sendiri untuk melawan virus ini pada orang dewasa. ;Informasi
Namun, pada kebanyakan orang dewasa yang terinfeksi virus hepatitis B akut, tubuh akan menghilangkan virus ini dengan sendirinya dalam waktu 6 bulan dan akan meningkatkan daya tahan tubuhnya sendiri untuk melawan virus ini pada orang dewasa. ;Periode
Setelah mereka sembuh, mereka tidak dapat terinfeksi oleh virus hepatitis B lagi (sudah memiliki kekebalan terhadap hepatitis B;Penyebab
Setelah mereka sembuh, mereka tidak dapat terinfeksi oleh virus hepatitis B lagi (sudah memiliki kekebalan terhadap hepatitis B;Outcome
Namun, tetap berisiko terkena hepatitis jenis lain. Untuk mengetahui hal ini, diperlukan pemeriksaan lanjutan untuk mengetahui apakah penderita telah sembuh dari hepatitis B akut atau berlanjut menjadi hepatitis B kronik.;Tindakan
Demikian informasi yang dapat disampaikan. Semoga bermanfaat.;Penutup
Salam sejahtera. Dok, adik saya mendapatkan hasil medical check up HSBAG+. 7th yg lalu, kakak saya meninggal karena hepatitis C. Yang ingin saya tanyakan. apakah ada kemungkinan bagi kami saudara yang lain akan mengalami apa yg telah dialami oleh almarhum kakak saya? apakah dokter tau bagaimana mengatasi HSBAG+ ini? adakah cara yang bisa kami tempuh utk menghindari penyakit ini agar tidak semakin kronis? karena kami berasal dari keluarga ekonomi yg rendah. untuk biaya perawatan kakak saya dulu sudah menghabiskan banyak uang. sebelum terjadi perawatan di hospital, apakah yang harus saya lakukan? mohon penjelasan, saran dan masukan nya. sebelum dan sesudahnya, saya ucapkan terimakasih. semoga Allah membalas kebaikan dokter semua.;Penyakit
Salam sejahtera. Dok, adik saya mendapatkan hasil medical check up HSBAG+. 7th yg lalu, kakak saya meninggal karena hepatitis C. Yang ingin saya tanyakan. apakah ada kemungkinan bagi kami saudara yang lain akan mengalami apa yg telah dialami oleh almarhum kakak saya? apakah dokter tau bagaimana mengatasi HSBAG+ ini? adakah cara yang bisa kami tempuh utk menghindari penyakit ini agar tidak semakin kronis? karena kami berasal dari keluarga ekonomi yg rendah. untuk biaya perawatan kakak saya dulu sudah menghabiskan banyak uang. sebelum terjadi perawatan di hospital, apakah yang harus saya lakukan? mohon penjelasan, saran dan masukan nya. sebelum dan sesudahnya, saya ucapkan terimakasih. semoga Allah membalas kebaikan dokter semua.;Pertanyaan
Terima kasih telah menggunakan layanan e-konsultasi KlikDokter.;Pembuka
Kami mengerti kekhawatiran yang Anda rasakan saat ini. ;Pembuka
Jika HbsAg dinyatakan reaktif, maka saat ini Anda sedang terinfeksi oleh hepatitis B. ;Penyakit
Jika HbsAg dinyatakan reaktif, maka saat ini Anda sedang terinfeksi oleh hepatitis B. ;Penyebab
Namun untuk mengetahui virus sedang aktif atau tidak ada beberapa pemeriksaan lain seperti HbeAg ataupun HBV DNA serta pemeriksaan enzim hati seperti SGOT dan SGPT.;Tindakan
Untuk mengetahui status penyakit hepatitis B pada Anda maka sebaiknya Anda memeriksakan diri ke dokter spesialis penyakit dalam untuk evaluasi dan penanganan lebih lanjut. ;Tindakan
Sekilas izinkan kami menjelaskan mengenai penyakit Hepatitis B.;Referensi
Hepatitis (radang pada hati) B adalah penyakit yang disebabkan oleh virus hepatitis B (VHB), yang dapat menyebabkan peradangan hati akut atau menahun yang pada sebagian kecil kasus dapat berlanjut menjadi sirosi hati atau kanker hati. ;Penyakit
Hepatitis (radang pada hati) B adalah penyakit yang disebabkan oleh virus hepatitis B (VHB), yang dapat menyebabkan peradangan hati akut atau menahun yang pada sebagian kecil kasus dapat berlanjut menjadi sirosi hati atau kanker hati. ;Penyebab
"Virus hepatitis B menular melalui darah dan cairan tubuh yang terinfeksi, hal ini dapat terjadi pada keadaan; Kontak langsung darah dengan darah Hubungan seksual yang tidak aman Penggunaan jarum suntik tidak steril Tertusuk jarum suntik yang terinfeksiJarum yang terkontaminasi yang digunakan untuk membuat tatto, akupuntur, body piercing Pada saat kehamilan, penularan dari ibu-janin pada proses melahirkan Penggunaan pisau cukur Bersama Tranfusi darah";Objek
"Virus hepatitis B menular melalui darah dan cairan tubuh yang terinfeksi, hal ini dapat terjadi pada keadaan; Kontak langsung darah dengan darah Hubungan seksual yang tidak aman Penggunaan jarum suntik tidak steril Tertusuk jarum suntik yang terinfeksiJarum yang terkontaminasi yang digunakan untuk membuat tatto, akupuntur, body piercing Pada saat kehamilan, penularan dari ibu-janin pada proses melahirkan Penggunaan pisau cukur Bersama Tranfusi darah";Penyebab
Kebanyakan hepatitis B carriers tidak merasa ataupun terlihat sakit, tetapi mereka dapat mentransmisikan virus tersebut dan membuat orang lain menderita hepatitis B;Penyakit
Bagaimanapun, carriers memiliki risiko lebih tinggi untuk menderita kerusakan hati yang progresif akibat reaktivasi spontan hepatitis B berulang, sehingga memerlukan pengawasan dokter secara rutin.;Penyebab
Bagaimanapun, carriers memiliki risiko lebih tinggi untuk menderita kerusakan hati yang progresif akibat reaktivasi spontan hepatitis B berulang, sehingga memerlukan pengawasan dokter secara rutin.;Outcome
Pada 5-10% orang dewasa yang terinfeksi hepatitis B akan 'membawa' atau menyimpan virus tersebut selama hidupnya, yang kemudian disebut hepatitis Bcarriers. Hepatitis B memiliki 4 fase untuk menjadi Hepatitis B kronik yaitu: Fase toleransi imunitas (immune tolerance phase) Fase pembersihan imunitas (immune clearance phase)Fase kontrol imunitas (immune control phase)Fase penurunan imunitas (immune escape phase)Selama fase satu dan tiga, umumnya pasien tidak memiliki keluhan dan disebut dengan 'inactive carriers'. ;Informasi
Pada 5-10% orang dewasa yang terinfeksi hepatitis B akan 'membawa' atau menyimpan virus tersebut selama hidupnya, yang kemudian disebut hepatitis Bcarriers. Hepatitis B memiliki 4 fase untuk menjadi Hepatitis B kronik yaitu: Fase toleransi imunitas (immune tolerance phase) Fase pembersihan imunitas (immune clearance phase)Fase kontrol imunitas (immune control phase)Fase penurunan imunitas (immune escape phase)Selama fase satu dan tiga, umumnya pasien tidak memiliki keluhan dan disebut dengan 'inactive carriers'. ;Penyakit
Bagaimanapun juga, orang tersebut umumnya tidak dapat bertahan selamanya di dalam fase ini, mereka akan berpindah fase dan selalu memiliki risiko untuk terjadinya kerusakan hati progresif dan pembentukan sirosis hati (pengecilan hati).;Penyakit
Pasien pada fase 1 dan 3 umumnya tidak diberikan terapi karena berdasarkan penelitian, pemberian antivirus tidak ada bedanya dengan plasebo.;Tindakan
Pasien pada fase 1 dan 3 umumnya tidak diberikan terapi karena berdasarkan penelitian, pemberian antivirus tidak ada bedanya dengan plasebo.;Penyebab
Pasien dengan fase 2 dan 4 akan diberikan terapi antivirus. ;Tindakan
Yang diperlukan pada pasien carriertanpa gejala adalah follow-up atau kunjungan ke dokter secara reguler untuk memastikan fase yang terjadi dan perlu tidaknya terapi. ;Tindakan
Beberapa hal yang dapat dilakukan adalah:;Referensi
Namun, pada kebanyakan orang dewasa yang terinfeksi virus hepatitis B akut, tubuh akan menghilangkan virus ini dengan sendirinya dalam waktu 6 bulan dan akan meningkatkan daya tahan tubuhnya sendiri untuk melawan virus ini pada orang dewasa. ;Informasi
Namun, pada kebanyakan orang dewasa yang terinfeksi virus hepatitis B akut, tubuh akan menghilangkan virus ini dengan sendirinya dalam waktu 6 bulan dan akan meningkatkan daya tahan tubuhnya sendiri untuk melawan virus ini pada orang dewasa. ;Periode
Setelah mereka sembuh, mereka tidak dapat terinfeksi oleh virus hepatitis B lagi (sudah memiliki kekebalan terhadap hepatitis B;Penyebab
Setelah mereka sembuh, mereka tidak dapat terinfeksi oleh virus hepatitis B lagi (sudah memiliki kekebalan terhadap hepatitis B;Outcome
Namun, tetap berisiko terkena hepatitis jenis lain. Untuk mengetahui hal ini, diperlukan pemeriksaan lanjutan untuk mengetahui apakah penderita telah sembuh dari hepatitis B akut atau berlanjut menjadi hepatitis B kronik.;Tindakan
Demikian informasi yang dapat disampaikan. Semoga bermanfaat.;Penutup
