text;tag
hallo dok ,saya mau menanyakan jika pup air semua itu dikarnakan kenapa yaa.. badan sayaa lemas jugaa hampir setiap saat saya pup;gejala
hallo dok ,saya mau menanyakan jika pup air semua itu dikarnakan kenapa yaa.. badan sayaa lemas jugaa hampir setiap saat saya pup;pertanyaan
Terima kasih telah bertanya seputar diare melalui Tanya Dokter.;pembuka
Diare adalah peningkatan jumlah ( tiga kali atau lebih) atau penurunan konsistensi dari tinja (menjadi lunak atau cair) dalam waktu 24 jam. ;penyakit
pengobatan hiponatremia dilakukan dengan memberikan natrium melalui cairan infus di rumah sakit.;penyebab
Diare adalah peningkatan jumlah ( tiga kali atau lebih) atau penurunan konsistensi dari tinja (menjadi lunak atau cair) dalam waktu 24 jam. ;periode
Diare dapat dibagi menjadi akut (kurang dari 14 hari) dan persisten (lebih dari 14 hari) dan kronik (lebih dari 1 bulan).;penyakit
Diare dapat dibagi menjadi akut (kurang dari 14 hari) dan persisten (lebih dari 14 hari) dan kronik (lebih dari 1 bulan).;periode
Gejala dan tandanya meliputi konsistensi feses menurun (cair) dengan/ tanpa darah, suhu badan mungkin meningkat (demam), nyeri perut, sakit kepala, nafsu makan tidak ada/ berkurang, lemah, mual, muntah, mialgia (nyeri otot), gelisah.;gejala
Konsistensi tinja yang cair yang menjadi karakteristik diare biasanya akan hilang dalam beberapa hari. ;outcome
Konsistensi tinja yang cair yang menjadi karakteristik diare biasanya akan hilang dalam beberapa hari. ;periode
Diare kronik dapat menjadi tanda adanya kelainan yang lebih serius, seperti adanya infflamatory bowel disease atau imunodefisiensi (seperti HIV). ;penyakit
Diare kronik dapat menjadi tanda adanya kelainan yang lebih serius, seperti adanya infflamatory bowel disease atau imunodefisiensi (seperti HIV). ;penyebab
Diare dapat menyebabkan kehilangan cairan dan elektrolit yang cukup signifikan.;penyakit
Diare dapat menyebabkan kehilangan cairan dan elektrolit yang cukup signifikan.;outcome
Kebanyakan diare akan sembuh sendiri tanpa pengobatan. ;penyakit
Kebanyakan diare akan sembuh sendiri tanpa pengobatan. ;outcome
Penting juga diperhatikan sudah berapa lama atau sudah berapa hari Anda mengalami diare ini.;penyakit
Apabila lebih dari 3 hari atau bahkan hingga seminggu, kemungkinan besar ada penyebab yang membutuhkan penanganan lebih serius seperti infeksi bakteri.;periode
Apabila lebih dari 3 hari atau bahkan hingga seminggu, kemungkinan besar ada penyebab yang membutuhkan penanganan lebih serius seperti infeksi bakteri.;tindakan
"Penyebab diare dapat bermacam-macam, diantaranya disebabkan oleh: 1.virus (paling sering) 2. bakteri 3.	infeksi parasit 4.	obat-obatan (kafein, alkohol) 5.	penyakit non-infeksi (irritable bowel syndrome, inflammatory bowel disease) 6.	laktosa (gula yang terdapat di dalam susu)7.	pemanis buatan (sorbitol dan mannitol, pemanis buatan yang terdapat di permen karet atau produk bebas gula lainnya dapat menyebabkan diare pada orang sehat) 8.	keracunan makanan ";penyakit
"Penyebab diare dapat bermacam-macam, diantaranya disebabkan oleh: 1.virus (paling sering) 2. bakteri 3.	infeksi parasit 4.	obat-obatan (kafein, alkohol) 5.	penyakit non-infeksi (irritable bowel syndrome, inflammatory bowel disease) 6.	laktosa (gula yang terdapat di dalam susu)7.	pemanis buatan (sorbitol dan mannitol, pemanis buatan yang terdapat di permen karet atau produk bebas gula lainnya dapat menyebabkan diare pada orang sehat) 8.	keracunan makanan ";penyebab
Saat ini yang pasti perhatikan asupan cairan untuk mengkompensasi cairan dan elektrolit yang keluar dengan mengkonsumsi oralit dan air putih setidaknya 2 liter per hari. ;tindakan
Usahakan untuk minum setiap setelah diare. Tak lupa batasi konsumsi serat (buah dan sayur) hingga diare menghilang.;tindakan
Usahakan untuk minum setiap setelah diare. Tak lupa batasi konsumsi serat (buah dan sayur) hingga diare menghilang.;prakondisi
Usahakan untuk minum setiap setelah diare. Tak lupa batasi konsumsi serat (buah dan sayur) hingga diare menghilang.;periode
Demikian informasi yang dapat kami sampaikan, semoga bermanfaat.;penutup
Assalamualaikum, selamat malam. Dok kenalan saya mengalami diare pada awalnya, dan setelah kurang lebih 3 hari jadi berubah bukan lagi feses tapi darah yang keluar dan frekuensinya kurang lebih setiap satu jam satu kali. Itu diagnosis nya apa ya dok? Dan untuk pertolongan pertama apa yang harus dilakukan? Terima kasih Wassalamualaikum;pasien
Assalamualaikum, selamat malam. Dok kenalan saya mengalami diare pada awalnya, dan setelah kurang lebih 3 hari jadi berubah bukan lagi feses tapi darah yang keluar dan frekuensinya kurang lebih setiap satu jam satu kali. Itu diagnosis nya apa ya dok? Dan untuk pertolongan pertama apa yang harus dilakukan? Terima kasih Wassalamualaikum;penyakit
Assalamualaikum, selamat malam. Dok kenalan saya mengalami diare pada awalnya, dan setelah kurang lebih 3 hari jadi berubah bukan lagi feses tapi darah yang keluar dan frekuensinya kurang lebih setiap satu jam satu kali. Itu diagnosis nya apa ya dok? Dan untuk pertolongan pertama apa yang harus dilakukan? Terima kasih Wassalamualaikum;
Assalamualaikum, selamat malam. Dok kenalan saya mengalami diare pada awalnya, dan setelah kurang lebih 3 hari jadi berubah bukan lagi feses tapi darah yang keluar dan frekuensinya kurang lebih setiap satu jam satu kali. Itu diagnosis nya apa ya dok? Dan untuk pertolongan pertama apa yang harus dilakukan? Terima kasih Wassalamualaikum;prakondisi
Assalamualaikum, selamat malam. Dok kenalan saya mengalami diare pada awalnya, dan setelah kurang lebih 3 hari jadi berubah bukan lagi feses tapi darah yang keluar dan frekuensinya kurang lebih setiap satu jam satu kali. Itu diagnosis nya apa ya dok? Dan untuk pertolongan pertama apa yang harus dilakukan? Terima kasih Wassalamualaikum;kapan
Assalamualaikum, selamat malam. Dok kenalan saya mengalami diare pada awalnya, dan setelah kurang lebih 3 hari jadi berubah bukan lagi feses tapi darah yang keluar dan frekuensinya kurang lebih setiap satu jam satu kali. Itu diagnosis nya apa ya dok? Dan untuk pertolongan pertama apa yang harus dilakukan? Terima kasih Wassalamualaikum;outcome
Assalamualaikum, selamat malam. Dok kenalan saya mengalami diare pada awalnya, dan setelah kurang lebih 3 hari jadi berubah bukan lagi feses tapi darah yang keluar dan frekuensinya kurang lebih setiap satu jam satu kali. Itu diagnosis nya apa ya dok? Dan untuk pertolongan pertama apa yang harus dilakukan? Terima kasih Wassalamualaikum;periode
Assalamualaikum, selamat malam. Dok kenalan saya mengalami diare pada awalnya, dan setelah kurang lebih 3 hari jadi berubah bukan lagi feses tapi darah yang keluar dan frekuensinya kurang lebih setiap satu jam satu kali. Itu diagnosis nya apa ya dok? Dan untuk pertolongan pertama apa yang harus dilakukan? Terima kasih Wassalamualaikum;pertanyaan
Terima kasihbterlah bertanya seputar diare berdarah melalui Tanya Dokter.;pembuka
Diare adalah peningkatan jumlah ( tiga kali atau lebih) atau penurunan konsistensi dari tinja (menjadi lunak atau cair) dalam waktu 24 jam. ;penyakit
Diare adalah peningkatan jumlah ( tiga kali atau lebih) atau penurunan konsistensi dari tinja (menjadi lunak atau cair) dalam waktu 24 jam. ;penyebab
Diare adalah peningkatan jumlah ( tiga kali atau lebih) atau penurunan konsistensi dari tinja (menjadi lunak atau cair) dalam waktu 24 jam. ;periode
Diare dapat dibagi menjadi akut (kurang dari 14 hari) dan persisten (lebih dari 14 hari) dan kronik (lebih dari 1 bulan).;penyakit
Diare dapat dibagi menjadi akut (kurang dari 14 hari) dan persisten (lebih dari 14 hari) dan kronik (lebih dari 1 bulan).;periode
Gejala dan tandanya meliputi: Konsistensi  feses menurun (cair) dengan/ tanpa darah, suhu badan mungkin meningkat (demam), nyeri perut, sakit kepala, nafsu makan tidak ada/ berkurang, lemah, mual, muntah, mialgia (nyeri otot), gelisah.;gejala
Konsistensi tinja yang cair yang menjadi karakteristik diare biasanya akan hilang dalam beberapa hari. ;outcome
Konsistensi tinja yang cair yang menjadi karakteristik diare biasanya akan hilang dalam beberapa hari. ;periode
Diare kronik dapat menjadi tanda adanya kelainan yang lebih serius, seperti adanya inflamatory bowel disease. ;penyakit
Diare kronik dapat menjadi tanda adanya kelainan yang lebih serius, seperti adanya inflamatory bowel disease. ;penyebab
Diare dapat menyebabkan kehilangan cairan dan elektrolit yang cukup signifikan. ;penyakit
Diare dapat menyebabkan kehilangan cairan dan elektrolit yang cukup signifikan. ;outcome
Kebanyakan diare akan sembuh sendiri tanpa pengobatan. ;penyakit
Kebanyakan diare akan sembuh sendiri tanpa pengobatan. ;outcome
Penting juga diperhatikan sudah berapa lama atau sudah berapa hari Anda mengalami diare ini. Apabila lebih dari 3 hari atau bahkan hingga seminggu, kemungkinan besar ada penyebab yang membutuhkan penanganan lebih serius seperti infeksi bakteri.;penyakit
Penting juga diperhatikan sudah berapa lama atau sudah berapa hari Anda mengalami diare ini. Apabila lebih dari 3 hari atau bahkan hingga seminggu, kemungkinan besar ada penyebab yang membutuhkan penanganan lebih serius seperti infeksi bakteri.;periode
Penting juga diperhatikan sudah berapa lama atau sudah berapa hari Anda mengalami diare ini. Apabila lebih dari 3 hari atau bahkan hingga seminggu, kemungkinan besar ada penyebab yang membutuhkan penanganan lebih serius seperti infeksi bakteri.;tindakan
Penyebab diare dapat bermacam-macam, diantaranya disebabkan oleh: virus (paling sering) bakteri infeksi parasit obat-obatan (kafein, alkohol) penyakit non-infeksi (irritable bowel syndrome, inflammatory bowel disease) laktosa (gula yang terdapat di dalam susu) pemanis buatan (sorbitol dan mannitol, pemanis buatan yang terdapat di permen karet atau produk bebas gula lainnya dapat menyebabkan diare pada orang sehat) keracunan makanan;penyakit
Penyebab diare dapat bermacam-macam, diantaranya disebabkan oleh: virus (paling sering) bakteri infeksi parasit obat-obatan (kafein, alkohol) penyakit non-infeksi (irritable bowel syndrome, inflammatory bowel disease) laktosa (gula yang terdapat di dalam susu) pemanis buatan (sorbitol dan mannitol, pemanis buatan yang terdapat di permen karet atau produk bebas gula lainnya dapat menyebabkan diare pada orang sehat) keracunan makanan;penyebab
Untuk penanganan lebih lanjut, harus dicari tahu penyebabnya melalui wawancara medis dan pemeriksaan fisik langsung oleh dokter. ;tindakan
Saat ini yang pasti perhatikan asupan cairan untuk mengkompensasi cairan dan elektrolit yang keluar dengan mengkonsumsi oralit dan air putih setidaknya 2 liter per hari. ;tindakan
Saat ini yang pasti perhatikan asupan cairan untuk mengkompensasi cairan dan elektrolit yang keluar dengan mengkonsumsi oralit dan air putih setidaknya 2 liter per hari. ;objek
Tak lupa batasi konsumsi serat (buah dan sayur) hingga diare  menghilang.;tindakan
Tak lupa batasi konsumsi serat (buah dan sayur) hingga diare  menghilang.;objek
Tak lupa batasi konsumsi serat (buah dan sayur) hingga diare  menghilang.;periode
Diare berlendir dan berdarah mungkin menunjukkan adanya infeksi dan diperlukan antibiotik yang sesuai dengan kuman penyebabnya. ;penyakit
Diare berlendir dan berdarah mungkin menunjukkan adanya infeksi dan diperlukan antibiotik yang sesuai dengan kuman penyebabnya. ;penyebab
Diare berlendir dan berdarah mungkin menunjukkan adanya infeksi dan diperlukan antibiotik yang sesuai dengan kuman penyebabnya. ;tindakan
Diperlukan pemeriksaan fisik dan penunjang (seperti analisa feses/tinja) untuk menegakkan diagnosis penyakit Anda. ;tindakan
Kami sarankan Anda untuk memeriksakan diri ke dokter agar dilakukan pemeriksaan fisik dan penunjang yang memadai, sehingga mendapatkan penanganan yang sesuai.;tindakan
Jenis-Jenis Diare yang Perlu Anda Tahu;artikel
Membedakan Diare Akut dan Diare Kronis;artikel
Inilah Cara Mengobati BAB Berdarah Sesuai Penyebabnya;artikel
Demikian yang dapat kami sampaikan seputar diare berdarah, semoga bermanfaat.;penutup
"Dok mau tanya, saya diare lendir darah sudah 3 hari berturut"", bagaimana solusinya dok ? Apakah berbahaya ?";pasien
"Dok mau tanya, saya diare lendir darah sudah 3 hari berturut"", bagaimana solusinya dok ? Apakah berbahaya ?";gejala
"Dok mau tanya, saya diare lendir darah sudah 3 hari berturut"", bagaimana solusinya dok ? Apakah berbahaya ?";periode
"Dok mau tanya, saya diare lendir darah sudah 3 hari berturut"", bagaimana solusinya dok ? Apakah berbahaya ?";pertanyaan
Halo Sdri;pembuka
Saya mengerti keluhan yang disampaikan dan kekhawatiran Anda.     ;pembuka
Diare adalah peningkatan jumlah ( tiga kali atau lebih) atau penurunan konsistensi dari tinja (menjadi lunak atau cair) dalam waktu 24 jam. ;penyakit
Diare adalah peningkatan jumlah ( tiga kali atau lebih) atau penurunan konsistensi dari tinja (menjadi lunak atau cair) dalam waktu 24 jam. ;penyebab
Diare adalah peningkatan jumlah ( tiga kali atau lebih) atau penurunan konsistensi dari tinja (menjadi lunak atau cair) dalam waktu 24 jam. ;periode
Diare dapat dibagi menjadi akut (kurang dari 14 hari) dan persisten (lebih dari 14 hari) dan kronik (lebih dari 1 bulan).;penyakit
Diare dapat dibagi menjadi akut (kurang dari 14 hari) dan persisten (lebih dari 14 hari) dan kronik (lebih dari 1 bulan).;periode
Gejala dan tandanya meliputi: Konsistensi  feses menurun (cair) dengan/ tanpa darah, suhu badan mungkin meningkat (demam), nyeri perut, sakit kepala, nafsu makan tidak ada/ berkurang, lemah, mual, muntah, mialgia (nyeri otot), gelisah.;gejala
Konsistensi tinja yang cair yang menjadi karakteristik diare biasanya akan hilang dalam beberapa hari. ;outcome
Konsistensi tinja yang cair yang menjadi karakteristik diare biasanya akan hilang dalam beberapa hari. ;periode
Diare kronik dapat menjadi tanda adanya kelainan yang lebih serius, seperti adanya inflamatory bowel disease. ;penyakit
Diare kronik dapat menjadi tanda adanya kelainan yang lebih serius, seperti adanya inflamatory bowel disease. ;penyebab
Diare dapat menyebabkan kehilangan cairan dan elektrolit yang cukup signifikan. ;penyakit
Diare dapat menyebabkan kehilangan cairan dan elektrolit yang cukup signifikan. ;outcome
Kebanyakan diare akan sembuh sendiri tanpa pengobatan. ;penyakit
Kebanyakan diare akan sembuh sendiri tanpa pengobatan. ;outcome
Apabila lebih dari 3 hari atau bahkan hingga seminggu, kemungkinan besar ada penyebab yang membutuhkan penanganan lebih serius seperti infeksi bakteri.;periode
Apabila lebih dari 3 hari atau bahkan hingga seminggu, kemungkinan besar ada penyebab yang membutuhkan penanganan lebih serius seperti infeksi bakteri.;tindakan
Penyebab diare dapat bermacam-macam, diantaranya disebabkan oleh: virus (paling sering) bakteri infeksi parasit obat-obatan (kafein, alkohol) penyakit non-infeksi (irritable bowel syndrome, inflammatory bowel disease) laktosa (gula yang terdapat di dalam susu) pemanis buatan (sorbitol dan mannitol, pemanis buatan yang terdapat di permen karet atau produk bebas gula lainnya dapat menyebabkan diare pada orang sehat) keracunan makanan;penyebab
Untuk penanganan lebih lanjut, harus dicari tahu penyebabnya melalui wawancara medis dan pemeriksaan fisik langsung oleh dokter;tindakan
Saat ini yang pasti perhatikan asupan cairan untuk mengkompensasi cairan dan elektrolit yang keluar dengan mengkonsumsi oralit dan air putih setidaknya 2 liter per hari. ;tindakan
Saat ini yang pasti perhatikan asupan cairan untuk mengkompensasi cairan dan elektrolit yang keluar dengan mengkonsumsi oralit dan air putih setidaknya 2 liter per hari. ;objek
Tak lupa batasi konsumsi serat (buah dan sayur) hingga diare  menghilang.;tindakan
Tak lupa batasi konsumsi serat (buah dan sayur) hingga diare  menghilang.;periode
Diare berlendir dan berdarah menunjukkan adanya infeksi dan diperlukan antibiotik yang sesuai dengan kuman penyebabnya. ;penyakit
Diare berlendir dan berdarah menunjukkan adanya infeksi dan diperlukan antibiotik yang sesuai dengan kuman penyebabnya. ;penyebab
Diare berlendir dan berdarah menunjukkan adanya infeksi dan diperlukan antibiotik yang sesuai dengan kuman penyebabnya. ;tindakan
Kami sarankan Anda untuk memeriksakan diri kembali ke dokter agar dilakukan pemeriksaan fisik dan penunjang yang memadai, sehingga mendapatkan penanganan yang sesuai.;tindakan
Inilah Cara Mengobati BAB Berdarah Sesuai Penyebabnya;artikel
Jenis-Jenis Diare yang Perlu Anda Tahu;artikel
Terima kasih sudah berkonsultasi melalui fitur Tanya Dokter. ;penutup
Jangan ragu untuk kembali berkonsultasi jika masih ada keluhan lainnya, ya.  ;penutup
Sdri dapat juga berkonsultasi melalui Aplikasi KlikDokter kapan pun dan di mana pun dengan men-download aplikasi Klikdokter melakui Play Store/ Android: https://www.klikdokter.com/download-App Store : https://app.adjust.com/n01yug7  ;penutup
Semoga sehat selalu/semoga lekas membaik.;penutup
Dok katanya orang yg diare tidak boleh mengkonsumsi manis2 gimana dengan minuman isotonik?;pasien
Dok katanya orang yg diare tidak boleh mengkonsumsi manis2 gimana dengan minuman isotonik?;penyakit
Dok katanya orang yg diare tidak boleh mengkonsumsi manis2 gimana dengan minuman isotonik?;tindakan
Dok katanya orang yg diare tidak boleh mengkonsumsi manis2 gimana dengan minuman isotonik?;pertanyaan
Terima kasih telah bertanya seputar gizi untuk penderita diare menggunakan fitur Tanya Dokter.;pembuka
Diare membutuhkan asupan kembali untuk penderitanya agar tidak dehidrasi. ;penyakit
Diare membutuhkan asupan kembali untuk penderitanya agar tidak dehidrasi. ;outcome
Bukan hal yang tidak manis yang tidak diperlukan, karena tentu banyak makanan yang justru diperlukan oleh seorang penderita diare untuk pulih kembali, seperti pisang, serealia, sayuran, dan nasi, misalnya. ;tindakan
Bukan hal yang tidak manis yang tidak diperlukan, karena tentu banyak makanan yang justru diperlukan oleh seorang penderita diare untuk pulih kembali, seperti pisang, serealia, sayuran, dan nasi, misalnya. ;objek
Namun, misalnya, jika hendak mengonsumsi serealia saat diare, pastikan Anda tidak menambahkan gula, madu, susu atau keju ke dalamnya. ;penyakit
Namun, misalnya, jika hendak mengonsumsi serealia saat diare, pastikan Anda tidak menambahkan gula, madu, susu atau keju ke dalamnya. ;tindakan
Namun, misalnya, jika hendak mengonsumsi serealia saat diare, pastikan Anda tidak menambahkan gula, madu, susu atau keju ke dalamnya. ;objek
Sebagai gantinya, Anda dapat mengombinasikan serealia tersebut dengan potongan pisang atau apel. ;tindakan
Sebagai gantinya, Anda dapat mengombinasikan serealia tersebut dengan potongan pisang atau apel. ;objek
Gunakan tambahan gula sewajarnya. ;tindakan
Gunakan tambahan gula sewajarnya. ;objek
Minuman isotonik dapat digunakan untuk memperbaiki dehidrasi penderita diare.;penyakit
Minuman isotonik dapat digunakan untuk memperbaiki dehidrasi penderita diare.;tindakan
Minuman isotonik dapat digunakan untuk memperbaiki dehidrasi penderita diare.;outcome
Atasi Diare dengan Konsumsi Makanan Ini;artikel
Makanan untuk Anak yang Diare;artikel
Hal-Hal yang Bikin Anak Mudah Terserang Diare;artikel
Demikian yang dapat kami sampaikan mengenai gizi untuk penderita diare. ;penutup
Apabila Anda ingin mengetahui atau berkonsultasi lebih lanjut seputar masalah tersebut, Anda dapat berkonsultasi dengan saya melalui fitur live chat di aplikasi KlikDokter. ;penutup
Terima kasih. ;penutup
dok mau tanya, pagi ini saya merasam mual dan mencretnya sangat cair seperti air saat BAB, dan nafsu makan saya juga berkurang drastis;pasien
dok mau tanya, pagi ini saya merasam mual dan mencretnya sangat cair seperti air saat BAB, dan nafsu makan saya juga berkurang drastis;gejala
padahal malam harinya saya baik baik saja tidak ada gejala apapun. untuk penanganannya saya harus bagaimana dok?;pertanyaan
Halo Sdri;pembuka
Saya mengerti keluhan yang disampaikan dan kekhawatiran Anda.    ;pembuka
Diare sendiri adalah peningkatan jumlah ( tiga kali atau lebih) atau penurunan konsistensi dari tinja (menjadi lunak atau cair) dalam waktu 24 jam.;penyakit
Diare sendiri adalah peningkatan jumlah ( tiga kali atau lebih) atau penurunan konsistensi dari tinja (menjadi lunak atau cair) dalam waktu 24 jam.;penyebab
Diare sendiri adalah peningkatan jumlah ( tiga kali atau lebih) atau penurunan konsistensi dari tinja (menjadi lunak atau cair) dalam waktu 24 jam.;periode
Diare dapat dibagi menjadi akut (kurang dari 14 hari) dan persisten (lebih dari 14 hari) dan kronik (lebih dari 1 bulan).;penyakit
Diare dapat dibagi menjadi akut (kurang dari 14 hari) dan persisten (lebih dari 14 hari) dan kronik (lebih dari 1 bulan).;periode
Gejala dan tandanya meliputi: Konsistensi feses menurun (cair) dengan/ tanpa darah Suhu badan mungkin meningkat (demam) Mules atau nyeri perut Sakit kepala Nafsu makan tidak ada/ berkurang Merasa lemah Mual dan muntah Mialgia (nyeri otot) Gelisah.;gejala
Konsistensi tinja yang cair yang menjadi karakteristik diare biasanya akan hilang dalam beberapa hari. ;outcome
Konsistensi tinja yang cair yang menjadi karakteristik diare biasanya akan hilang dalam beberapa hari. ;periode
Diare dapat menyebabkan kehilangan cairan dan elektrolit yang cukup signifikan. ;penyakit
Diare dapat menyebabkan kehilangan cairan dan elektrolit yang cukup signifikan. ;outcome
Kebanyakan diare akan sembuh sendiri tanpa pengobatan. ;penyakit
Kebanyakan diare akan sembuh sendiri tanpa pengobatan. ;outcome
Apabila lebih dari 3 hari atau bahkan hingga seminggu, kemungkinan besar ada penyebab yang membutuhkan penanganan lebih serius seperti infeksi bakteri.;periode
Apabila lebih dari 3 hari atau bahkan hingga seminggu, kemungkinan besar ada penyebab yang membutuhkan penanganan lebih serius seperti infeksi bakteri.;penyebab
Apabila lebih dari 3 hari atau bahkan hingga seminggu, kemungkinan besar ada penyebab yang membutuhkan penanganan lebih serius seperti infeksi bakteri.;tindakan
Penyebab diare dapat bermacam-macam, tetapi paling sering disebabkan oleh infeksi virus atau bakteri atau akibat keracunan makanan;penyakit
Penyebab diare dapat bermacam-macam, tetapi paling sering disebabkan oleh infeksi virus atau bakteri atau akibat keracunan makanan;penyebab
Pada orang yang tidak dapat mengonsumsi susu (intoleransi laktosa), diare juga bisa terjadi.;penyebab
Saat ini yang pasti perhatikan asupan cairan untuk mengganti cairan dan elektrolit yang keluar dengan mengkonsumsi oralit dan air putih setidaknya 2 liter per hari.;tindakan
Saat ini yang pasti perhatikan asupan cairan untuk mengganti cairan dan elektrolit yang keluar dengan mengkonsumsi oralit dan air putih setidaknya 2 liter per hari.;objek
Tak lupa batasi konsumsi serat (buah dan sayur) hingga diare menghilang.;tindakan
