text;tag
Dokter akan melakukan wawancara terarah, pemeriksaan fisik menyeluruh dan pemeriksaan penunjang untuk menentukan diagnosis dari keluhan Anda.;outcome
Nyeri Ulu Hati: Penyebab dan Obatnya;artikel
Nyeri Ulu Hati, Apa Selalu karena Asam Lambung Naik?;artikel
Penyebab Nyeri Ulu Hati atau GERD yang Harus Diwaspadai;artikel
Demikian informasi yang dapat kami sampaikan, semoga bermanfaat.;penutup
dok saran obat untuk gerd dok , apakah seperti milanta , promag bisa ? buat jaga jaga kalau kambuh;pasien
dok saran obat untuk gerd dok , apakah seperti milanta , promag bisa ? buat jaga jaga kalau kambuh;pertanyaan
dok saran obat untuk gerd dok , apakah seperti milanta , promag bisa ? buat jaga jaga kalau kambuh;objek
Terima kasih telah bertanya seputar GERD melalui Tanya Dokter.;pembuka
Dokter biasanya akan merekomendasikan terapi modifikasi gaya hidup dan penggunaan obat bebas. ;tindakan
Bila dalam waktu 2 minggu muncul keluhan lain, maka dokter akan merekomendasikan pengobatan obat paten dan pembedahan.;periode
Bila dalam waktu 2 minggu muncul keluhan lain, maka dokter akan merekomendasikan pengobatan obat paten dan pembedahan.;gejala
Terapi GERD dapat dilakukan dengan mengonsumsi obat penekan asam lambung –seperti omeprazole, lansoprazole, pantoprazole. ;tindakan
Terapi GERD dapat dilakukan dengan mengonsumsi obat penekan asam lambung –seperti omeprazole, lansoprazole, pantoprazole. ;outcome
Terapi GERD dapat dilakukan dengan mengonsumsi obat penekan asam lambung –seperti omeprazole, lansoprazole, pantoprazole. ;objek
Obat ini dikonsumsi sebelum makan. ;kapan
Obat ini dikonsumsi sebelum makan. ;tindakan
Baclofen merupakan obat untuk memperkuat sfingter yang dapat diberikan. ;tindakan
Baclofen merupakan obat untuk memperkuat sfingter yang dapat diberikan. ;objek
Namun obat ini memiliki efek samping sakit kepala dan mual.;tindakan
Namun obat ini memiliki efek samping sakit kepala dan mual.;outcome
Selain itu, diberikan juga obat untuk memperlancar pergerakan saluran cerna juga terkadang diberikan –seperti domperidon. ;tindakan
Selain itu, diberikan juga obat untuk memperlancar pergerakan saluran cerna juga terkadang diberikan –seperti domperidon. ;objek
Selain itu, diberikan juga obat untuk memperlancar pergerakan saluran cerna juga terkadang diberikan –seperti domperidon. ;outcome
Namun semua obat-obatan tersebut harus dikonsumsi atas petunjuk dokter.;tindakan
Bila diperlukan, dokter akan merekomendasikan penggunaan obat untuk mengurangi produksi asam lambung yang dikenal dengan proton pump inhibitors serta membantu jaringan esofagus yang rusak untuk pulih. ;tindakan
Bila diperlukan, dokter akan merekomendasikan penggunaan obat untuk mengurangi produksi asam lambung yang dikenal dengan proton pump inhibitors serta membantu jaringan esofagus yang rusak untuk pulih. ;outcome
Tujuannya adalah agar GERD tidak terjadi lagi.;outcome
Apabila Anda mencurigai adanya gangguan GERD, ada beberapa tindakan yang bisa Anda lakukan. Menempatkan bantal kepala sedikit lebih tinggi akan meminimalkan gejala yang Anda rasakan.;outcome
Apabila Anda mencurigai adanya gangguan GERD, ada beberapa tindakan yang bisa Anda lakukan. Menempatkan bantal kepala sedikit lebih tinggi akan meminimalkan gejala yang Anda rasakan.;tindakan
Anda juga dapat mengatasi gejala GERD sementara dengan mengonsumsi obat lambung yang dijual bebas (antasida). ;tindakan
Anda juga dapat mengatasi gejala GERD sementara dengan mengonsumsi obat lambung yang dijual bebas (antasida). ;outcome
Jika tidak berhasil, segera berkonsultasi pada dokter.;tindakan
Selain itu, GERD dapat dicegah dengan menyantap makan malam terakhir 3 jam sebelum pergi tidur. ;tindakan
Selain itu, GERD dapat dicegah dengan menyantap makan malam terakhir 3 jam sebelum pergi tidur. ;kapan
Selain itu, GERD dapat dicegah dengan menyantap makan malam terakhir 3 jam sebelum pergi tidur. ;outcome
Hindari juga konsumsi makanan dan minuman yang dapat memicu GERD. Misalnya makanan pedas, asam, berminyak serta minuman bersoda;tindakan
Hindari juga konsumsi makanan dan minuman yang dapat memicu GERD. Misalnya makanan pedas, asam, berminyak serta minuman bersoda;objek
Selain itu, berhentilah merokok dan jaga agar berat badan tetap ideal. ;tindakan
Jika Anda memiliki masalah dengan kelebihan berat badan, lakukan diet sehat agar Anda terhindar dari GERD. ;prakondisi
Jika Anda memiliki masalah dengan kelebihan berat badan, lakukan diet sehat agar Anda terhindar dari GERD. ;tindakan
Jika Anda memiliki masalah dengan kelebihan berat badan, lakukan diet sehat agar Anda terhindar dari GERD. ;outcome
Bila perlu, berkonsultasilah pada ahli gizi. Mengonsumsi makanan dengan porsi yang kecil namun sering juga dapat membantu.;tindakan
Hindari menggunakan pakaian yang terlalu ketat. ;tindakan
Pakaian tersebut dapat menekan perut dan sfingter esofagus, sehingga memudahkan terjadinya GERD. ;outcome
Demikian, semoga bermanfaat.;penutup
Mau tanya dok,perut saya akhir2 inj sering sakit sampe berkali kali sakit nya,ada rasa mual juga tapi g muntah di tambah pusing kepala juga dok,minta saran nya dok;pasien
Mau tanya dok,perut saya akhir2 inj sering sakit sampe berkali kali sakit nya,ada rasa mual juga tapi g muntah di tambah pusing kepala juga dok,minta saran nya dok;gejala
Mau tanya dok,perut saya akhir2 inj sering sakit sampe berkali kali sakit nya,ada rasa mual juga tapi g muntah di tambah pusing kepala juga dok,minta saran nya dok;pertanyaan
Halo Sdr,;pembuka
Saya mengerti keluhan dan kekhawatiran yang Anda rasakan. ;pembuka
Berdasarkan gejala yang Anda sebutkan, kemungkinan penyebabnya adalah maag. ;penyakit
Maag atau gastritis ini adalah penyakit radang pada lambung akibat meningkatnya asam lambung. Penyakit ini akan menjadi kronik apabila tidak diatasi dengan baik. ;penyakit
Maag atau gastritis ini adalah penyakit radang pada lambung akibat meningkatnya asam lambung. Penyakit ini akan menjadi kronik apabila tidak diatasi dengan baik. ;penyebab
Maag atau gastritis ini adalah penyakit radang pada lambung akibat meningkatnya asam lambung. Penyakit ini akan menjadi kronik apabila tidak diatasi dengan baik. ;tindakan
Maag atau gastritis ini adalah penyakit radang pada lambung akibat meningkatnya asam lambung. Penyakit ini akan menjadi kronik apabila tidak diatasi dengan baik. ;outcome
Selanjutnya, ada juga yang disebut dengan GERD ( gastro-esophageal reflux disease). GERD adalah penyakit pada sistem pencernaan yang terjadi ketika asam lambung naik sampai ke kerongkongan. ;penyakit
Selanjutnya, ada juga yang disebut dengan GERD ( gastro-esophageal reflux disease). GERD adalah penyakit pada sistem pencernaan yang terjadi ketika asam lambung naik sampai ke kerongkongan. ;penyebab
Gejalanya berupa nyeri ulu hati, rasa terbakar di dada, terasa sesak atau berdebar, mual, muntah, mulut terasa pahit/asam, dan rasa tidak nyaman di tenggorokan. ;gejala
Untuk mengatasinya pastikan Anda memiliki pola makan yang teratur atau makan lebih sering tapi dengan porsi sedikit, hindari makanan pedas/asam, hindari kopi, hindari merokok, dan jangan langsung tidur atau berbaring setelah makan.;tindakan
Jika keluhan Anda tidak membaik atau bertambah berat, sebaiknya berkonsultasi langsung ke dokter agar dapat dilakukan pemeriksaan secara langsung.;tindakan
Jika keluhan Anda tidak membaik atau bertambah berat, sebaiknya berkonsultasi langsung ke dokter agar dapat dilakukan pemeriksaan secara langsung.;prakondisi
Sakit Perut karena Mual atau Keracunan Makanan? Ini Bedanya;artikel
Sering Sakit Perut, Ini karena Gas atau Penyakit Lain?;artikel
Sering Sakit Perut? Jangan-jangan Anda Kena IBS!;artikel
Terima kasih sudah berkonsultasi di fitur Tanya Dokter. ;penutup
Jangan ragu untuk kembali berkonsultasi jika masih ada keluhan lainnya, ya. ;penutup
Anda dapat juga berkonsultasi melalui Aplikasi Klikdokter kapan pun dan di mana pun. ;penutup
Semoga Anda cepat pulih.;penutup
Halo dokter, akhir akhir ini saya sering sendawa terus menerus, itu kenapa ya dok?;pasien
Halo dokter, akhir akhir ini saya sering sendawa terus menerus, itu kenapa ya dok?;gejala
Halo dokter, akhir akhir ini saya sering sendawa terus menerus, itu kenapa ya dok?;pertanyaan
Terima kasih telah bertanya seputar sendawa melalui Tanya Dokter.;pembuka
Bersendawa biasanya disebabkan oleh kelebihan asupan makanan atau minuman yang mengandung gas seperti soda, buah mentah, jus buah seperti jus apel, kacang polong dan lain-lain. ;penyebab
Karena itu, perhatikan diet yang dilakukan selama beberapa hari untuk mengenali tipe makanan yang membuat bersendawa. Cara ini bisa membantu untuk mengurangi sendawa.;tindakan
Menelan terlalu banyak udara melalui mulut merupakan salah satu penyebab sendawa. ;penyebab
Udara bisa masuk melalui berbagai cara, seperti saat merokok, mengunyah permen karet atau makan terlalu cepat.;penyebab
Hindari berbaring atau tidur setelah makan. ;tindakan
Lebih baik jalan sebentar atau duduk dengan posisi mendekati lutut selama 10 menit. ;tindakan
Lebih baik jalan sebentar atau duduk dengan posisi mendekati lutut selama 10 menit. ;periode
Cara ini membantu mencerna makanan dengan lebih baik. ;outcome
Selain itu, pastikan mengunyah dan makan secara perlahan untuk mencegah masuknya udara terlalu banyak. ;tindakan
Hindari pula merokok dan stres berlebih.;tindakan
Konsumsi jahe atau biji adas, sepotong jahe kering atau permen jahe setelah makan. ;tindakan
Konsumsi jahe atau biji adas, sepotong jahe kering atau permen jahe setelah makan. ;kapan
Cara ini bisa membantu mengurangi gas di lambung dan meredakan masalah sendawa. ;outcome
Cara ini juga bisa meredakan rasa sakit di perut akibat bersendawa.;outcome
Cobalah untuk berolahraga kecil yang membantu mengeluarkan udara dari perut. ;tindakan
Cobalah untuk berolahraga kecil yang membantu mengeluarkan udara dari perut. ;outcome
Berbaringlah dalam posisi terlentang kemudian angkat dan tekankan lutut ke dada. ;tindakan
Ulangi latihan ini sebanyak 10 kali. Cara ini dinyatakan bisa membuat seseorang yang sering bersendawa merasa lebih nyaman dan memungkinkan udara keluar dari perut.;outcome
Demikian informasi yang dapat kami sampaikan, semoga bermanfaat.;penutup
sakit maag;penyakit
Terima kasih telah menggunakan fitur Tanya Dokter untuk menanyakan mengenai Penyakit Maag.;pembuka
Kami memahami kekhawatiran yang Anda rasakan.;pembuka
Dari gejala yang Anda alami, kemungkinan penyakit yang Anda derita adalah sakit maag.;penyakit
Maag atau di dalam dunia kedokteran disebut dengan gastritis, yaitu peradangan yang terjadi pada lambung akibat pengeluaran asam lambung yang berlebih. ;penyakit
Maag atau di dalam dunia kedokteran disebut dengan gastritis, yaitu peradangan yang terjadi pada lambung akibat pengeluaran asam lambung yang berlebih. ;penyebab
Umumnya maag akan menimbulkan gejala nyeri ulu hati, atau perut kiri atas, mual, kembung, dan muntah. ;penyakit
Umumnya maag akan menimbulkan gejala nyeri ulu hati, atau perut kiri atas, mual, kembung, dan muntah. ;gejala
Apabila keluhan menjadi nyeri dada, dada terasa panas, dan mulut terasa pahit/asam, maka mungkin saja itu bukan maag namun penyakit Refluks Gastroesofageal (GERD) yang terjadi akibat naiknya cairan lambung ke kerongkongan. ;penyakit
Apabila keluhan menjadi nyeri dada, dada terasa panas, dan mulut terasa pahit/asam, maka mungkin saja itu bukan maag namun penyakit Refluks Gastroesofageal (GERD) yang terjadi akibat naiknya cairan lambung ke kerongkongan. ;penyebab
Apabila keluhan menjadi nyeri dada, dada terasa panas, dan mulut terasa pahit/asam, maka mungkin saja itu bukan maag namun penyakit Refluks Gastroesofageal (GERD) yang terjadi akibat naiknya cairan lambung ke kerongkongan. ;gejala
Hal ini disebabkan klep antara lambung dan kerongkongan tidak berfungsi dengan baik.;penyebab
Kondisi stres atau cemas dapat menyebabkan kenaikan produksi asam lambung dimana hal ini tentu saja dapat menambah keluhan dari maag atau GERD yang dirasa.;penyakit
Kondisi stres atau cemas dapat menyebabkan kenaikan produksi asam lambung dimana hal ini tentu saja dapat menambah keluhan dari maag atau GERD yang dirasa.;outcome
Kondisi stres atau cemas dapat menyebabkan kenaikan produksi asam lambung dimana hal ini tentu saja dapat menambah keluhan dari maag atau GERD yang dirasa.;penyebab
Bila benar anda terkena maag, maka selain pengobatan oleh dokter maka anda juga harus melakukan perubahan pola hidup seperti jangan sampai telat makan/usahakan makan teratur,makan sedikit-sedikit tetapi sering,hindari konsumsi makanan pedas,asam,alkohol,rokok,kafein dan hindari stress. ;penyakit
Bila benar anda terkena maag, maka selain pengobatan oleh dokter maka anda juga harus melakukan perubahan pola hidup seperti jangan sampai telat makan/usahakan makan teratur,makan sedikit-sedikit tetapi sering,hindari konsumsi makanan pedas,asam,alkohol,rokok,kafein dan hindari stress. ;tindakan
Selain itu, sebaiknya menghindari konsumsi makanan-makanan asam, pedas, kopi, alkohol, merokok dan hal-hal lain yang dapat merangsang asam lambung.;tindakan
Hindari makanan pedas, terlalu asam dan yang mengandung gas (kol, sawi, minuman bersoda);tindakan
Hindari dahulu konsumsi coklat, keju, kopi atau teh.;tindakan
Makan sedikit-sedikit namun sering (porsi kecil dan sering) bisa hingga 5x dalam sehari;tindakan
Jangan terlambat makan;tindakan
Usahakan dalam diet makanan yang sehat, banyak sayur dan buah, serta karbohidrat, lemak yang sehat (hindari makanan siap saji dan daging olahan seperti sosis, chicken nugget, hot dog);tindakan
Coba hindari stres, coba alihkan ke kegiatan lain bila stres memang sangat menggangu.;tindakan
Sebaiknya Obat untuk menangani sakit maag ada beragam jenisnya, mulai dari yang langsung menetralisir asam lambung yang sudah terbentuk hingga yang perperan pada 'pabrik' pembentuk asam lambung itu sendiri. ;tindakan
Jenis mana yang paling sesuai untuk dikonsumsi tentu bergantung dari kondisi masing- masing orang. Untuk pengelolaan maag akut yang terjadi tiba- tiba, jenis obat yang berisi antasida, hidrotalcyde dan sejenisnya mungkin akan efektif diberikan. ;penyakit
Jenis mana yang paling sesuai untuk dikonsumsi tentu bergantung dari kondisi masing- masing orang. Untuk pengelolaan maag akut yang terjadi tiba- tiba, jenis obat yang berisi antasida, hidrotalcyde dan sejenisnya mungkin akan efektif diberikan. ;tindakan
Jenis mana yang paling sesuai untuk dikonsumsi tentu bergantung dari kondisi masing- masing orang. Untuk pengelolaan maag akut yang terjadi tiba- tiba, jenis obat yang berisi antasida, hidrotalcyde dan sejenisnya mungkin akan efektif diberikan. ;prakondisi
Akan tetapi pada maag yang bersifat kronis diperlukan pengelolaan asam lambung langsung di 'pabrik'nya dengan pernambahan obat seperti omeprazole, lansoprazole.;penyakit
Akan tetapi pada maag yang bersifat kronis diperlukan pengelolaan asam lambung langsung di 'pabrik'nya dengan pernambahan obat seperti omeprazole, lansoprazole.;tindakan
Akan tetapi pada maag yang bersifat kronis diperlukan pengelolaan asam lambung langsung di 'pabrik'nya dengan pernambahan obat seperti omeprazole, lansoprazole.;prakondisi
Demikian penjelasan yang dapat kami berikan mengenai Penyakit Maag. Semoga bermanfaat.;penutup
Dokter, Mama saya sering merasa sesak napas dan sakit pada ulu hatinya. Mama saya juga punya sakit maag. Bagaimana cara menyembuhkannya dok?;pasien
Dokter, Mama saya sering merasa sesak napas dan sakit pada ulu hatinya. Mama saya juga punya sakit maag. Bagaimana cara menyembuhkannya dok?;gejala
Dokter, Mama saya sering merasa sesak napas dan sakit pada ulu hatinya. Mama saya juga punya sakit maag. Bagaimana cara menyembuhkannya dok?;penyakit
Dokter, Mama saya sering merasa sesak napas dan sakit pada ulu hatinya. Mama saya juga punya sakit maag. Bagaimana cara menyembuhkannya dok?;pertanyaan
Terima kasih telah bertanya seputar sesak nafas akibat maag melalui Tanya Dokter.;pembuka
Peningkatan asam lambung memang dapat juga menimbulkan gejala nyeri dada atau perasaan sesak, hal ini biasanya disebabkan oleh GERD atau Gastro-esophageal reflux disease (refluks asam lambung ke kerongkongan). ;penyakit
Peningkatan asam lambung memang dapat juga menimbulkan gejala nyeri dada atau perasaan sesak, hal ini biasanya disebabkan oleh GERD atau Gastro-esophageal reflux disease (refluks asam lambung ke kerongkongan). ;gejala
Peningkatan asam lambung memang dapat juga menimbulkan gejala nyeri dada atau perasaan sesak, hal ini biasanya disebabkan oleh GERD atau Gastro-esophageal reflux disease (refluks asam lambung ke kerongkongan). ;outcome
Faktor-faktor risiko yang mengakibatkan GERD termasuk kehamilan, obesitas, diet lemak tinggi, obat-obatan tertentu, stres, konsumsi tembakau atau alkohol dan sebagainya.;penyakit
Faktor-faktor risiko yang mengakibatkan GERD termasuk kehamilan, obesitas, diet lemak tinggi, obat-obatan tertentu, stres, konsumsi tembakau atau alkohol dan sebagainya.;penyebab
Gejala GERD adalah perut yang mulas, rasa asam atau pahit di bagian belakang mulut atau tenggorokan, masalah menelan, mual, nyeri dada dari GERD dapat meniru serangan jantung, kembung, begah/sesak, dan banyak lainnya.;penyakit
Gejala GERD adalah perut yang mulas, rasa asam atau pahit di bagian belakang mulut atau tenggorokan, masalah menelan, mual, nyeri dada dari GERD dapat meniru serangan jantung, kembung, begah/sesak, dan banyak lainnya.;gejala
Gejala GERD adalah perut yang mulas, rasa asam atau pahit di bagian belakang mulut atau tenggorokan, masalah menelan, mual, nyeri dada dari GERD dapat meniru serangan jantung, kembung, begah/sesak, dan banyak lainnya.;outcome
Obesitas dan kelebihan berat badan meningkatkan GERD. Penurunan berat badan dapat mengurangi gejala GERD;tindakan
Berhenti merokok;tindakan
Pasien yang dianjurkan untuk makan dalam porsi kecil namun lebih sering. Makanan terakhir hari harus diambil minimal 4 jam sebelum tidur. Berbaring segera setelah makan dapat memperburuk gejala GERD.;tindakan
Pasien yang dianjurkan untuk makan dalam porsi kecil namun lebih sering. Makanan terakhir hari harus diambil minimal 4 jam sebelum tidur. Berbaring segera setelah makan dapat memperburuk gejala GERD.;kapan
Pasien yang dianjurkan untuk makan dalam porsi kecil namun lebih sering. Makanan terakhir hari harus diambil minimal 4 jam sebelum tidur. Berbaring segera setelah makan dapat memperburuk gejala GERD.;outcome
Hindari makanan dan minuman yang memicu asam lambung seperti alkohol, kopi, cokelat, tomat, makanan berlemak atau pedas.;tindakan
Hindari pakaian ketat terutama di sekitar perut.;tindakan
Meninggikan ujung kepala saat tidur sekitar 20 cm dengan menempatkan irisan atau blok di bawah bantal akan membantu untuk mengurangi gejala GERD.;tindakan
Meninggikan ujung kepala saat tidur sekitar 20 cm dengan menempatkan irisan atau blok di bawah bantal akan membantu untuk mengurangi gejala GERD.;kapan
Hindari penggunaan obat-obat yang dapat meningkatkan risiko GERD, seperti:nitratanti-kolinergik, antidepresan tricyclic, NSAID (Ibuprofen, asam mefenamat, dsb), kalium garam dan bifosfonat seperti alendronate;tindakan
Hindari penggunaan obat-obat yang dapat meningkatkan risiko GERD, seperti:nitratanti-kolinergik, antidepresan tricyclic, NSAID (Ibuprofen, asam mefenamat, dsb), kalium garam dan bifosfonat seperti alendronate;objek
Terapi GERD adalah dengan obat yang dapat menetralkan asam lambung atau dengan mengurangi produksi asam, seperti Antasid, Alginates (alternatif untuk Antasid), PPIs (omeprazole, lansoprazole) dan pada kasus yang berat dapat memerlukan tindakan operasi.;tindakan
Terapi GERD adalah dengan obat yang dapat menetralkan asam lambung atau dengan mengurangi produksi asam, seperti Antasid, Alginates (alternatif untuk Antasid), PPIs (omeprazole, lansoprazole) dan pada kasus yang berat dapat memerlukan tindakan operasi.;outcome
Jika ada keluhan yang memburuk dan memerlukan perawatan, kami menganjurkan Anda untuk mengunjungi dokter spesialis penyakit dalam untuk evaluasi menyeluruh.;prakondisi
Jika ada keluhan yang memburuk dan memerlukan perawatan, kami menganjurkan Anda untuk mengunjungi dokter spesialis penyakit dalam untuk evaluasi menyeluruh.;tindakan
Demikian yang dapat kami sampaikan, semoga bermanfaat.;penutup
Dok Saya Sering Mengalami Pusing Pusing,Mual,Perut Sering Kembung Dan Sakit Melilit Itu Kira Kira Kenapa Ya Dok;pasien
Dok Saya Sering Mengalami Pusing Pusing,Mual,Perut Sering Kembung Dan Sakit Melilit Itu Kira Kira Kenapa Ya Dok;gejala
Dok Saya Sering Mengalami Pusing Pusing,Mual,Perut Sering Kembung Dan Sakit Melilit Itu Kira Kira Kenapa Ya Dok;pertanyaan
Terima kasih telah bertanya seputar gejala maag melalui Tanya Dokter.;pembuka
Dari gejala yang Anda informasikan, salah satu penyakit yang mungkin menjadi penyebab adalah gangguan asam lambung seperti maag. ;penyakit
Penyakit maag adalah ganguan pada lambung dimana terjadi peningkatan asam lambung. ;penyakit
Penyakit maag adalah ganguan pada lambung dimana terjadi peningkatan asam lambung. ;penyebab
Maag itu sebenarnya dapat disebabkan oleh banyak hal seperti infeksi kuman H.Pylori, stres, sering telat makan dsb. ;penyakit
Maag itu sebenarnya dapat disebabkan oleh banyak hal seperti infeksi kuman H.Pylori, stres, sering telat makan dsb. ;penyebab
Nah penyebab-penyebab itu dapat menyebabkan ulkus (luka pada lambung) yang dapat menyebabkan gangguan pada dinding lambung yang lama.;outcome
Maag umumnya menyebabkan keluhan nyeri perut ulu hati, sensasi sesak nafas, mudah mual muntah.;penyakit
Maag umumnya menyebabkan keluhan nyeri perut ulu hati, sensasi sesak nafas, mudah mual muntah.;gejala
Hindari makanan pedas, terlalu asam dan yang mengandung gas (kol, sawi, minuman bersoda);tindakan
Hindari dahulu konsumsi kopi atau teh.;tindakan
Makan sedikit-sedikit namun sering (porsi kecil dan sering) bisa hingga 5x dalam sehari;tindakan
Jangan terlambat makan (bawa bekal bila memang sulit untuk makan saat kerja);tindakan
Usahakan dalam diet makanan yang sehat, banyak sayur dan buah, serta karbohidrat, lemak yang sehat (hindari makanan siap saji dan daging olahan seperti sosis, chicken nugget, hot dog);tindakan
Coba hindari stres, coba alihkan ke kegiatan lain bila stres memang sangat menggangu.;tindakan
Awalnya, Anda dapat mengonsumsi obat anti asam lambung yang berisikan antasid untuk meredakan gejala. ;tindakan
Antasid merupakan obat untuk menurunkan asam lambung yang bekerja dengan cepat. Antasid biasanya digunakan sebagai terapi akut (saat gejala sedang muncul). Untuk terapi pemeliharaan dapat diberikan obat golongan PPIs seperti omeprazole atau lansoprazole.;tindakan
Antasid merupakan obat untuk menurunkan asam lambung yang bekerja dengan cepat. Antasid biasanya digunakan sebagai terapi akut (saat gejala sedang muncul). Untuk terapi pemeliharaan dapat diberikan obat golongan PPIs seperti omeprazole atau lansoprazole.;objek
Demikian informasi ini kami sampaikan, semoga bermanfaat.;penutup
